wkt_geom,DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Point (-111.6166669995823213 57.0333329997181977),Syncrude,Titanium,Sedimentary related,57.033333,-111.616667,Canada,
Point (101.76399999990013612 26.60000000000002274),Panzhihua,Titanium,Layered mafic intrusion,26.6,101.764,China,
Point (117.99999999990018296 41.00000000000005684),Heishan,Titanium,Magmatic deposits in igneous and related rocks,41,118,China,
Point (109.09999999970028739 21.48333299971818633),Behai district,Titanium,Sedimentary related,21.483333,109.1,China,
Point (110.36666699958243498 18.71666700018198526),Wazhaung district,Titanium,Sedimentary related,18.716667,110.366667,China,
Point (110.83333300011793199 23.49999999990012611),Xun Jiang,Titanium,Sedimentary related,23.5,110.833333,China,
Point (112.94600000000002638 39.08600000029980492),Daixian,Titanium,Amphibolite-hosted,39.086,112.946,China,
Point (27.10299999975023866 64.12700000014996249),Otanmaki,Titanium; Vanadium,Magmatic deposits in igneous and related rocks; Vanadiferous Titanomagnetite,64.127,27.103,Finland,
Point (79.76300000044972194 10.93700000014990792),Tamil Nadu,Titanium,Sedimentary related,10.937,79.763,India,
Point (8.58300000024985366 44.4666669999821238),Piampaludo,Titanium,Eclogite-hosted,44.466667,8.583,Italy,
Point (46.84100000044969647 -25.06999999980013172),QMM,Titanium,Sedimentary related,-25.07,46.841,Madagascar,
Point (-96.41700000034967388 15.92300000014995476),Pluma Hidalgo,Titanium,Magmatic deposits in igneous and related rocks,15.923,-96.417,Mexico,
Point (-16.79799999999994498 15.12899999965031839),Grande Côte,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,15.129,-16.798,Senegal,
Point (-12.2999999996002316 7.78333300011792062),Sierra Rutile,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,7.783333,-12.3,Sierra Leone,
Point (171.31666700008202042 -42.23333300031765702),Barrytown,Titanium,Sedimentary related,-42.233333,171.316667,New Zealand,
Point (171.46900000034975164 -41.76599999960023979),Westport,Titanium,Sedimentary related,-41.766,171.469,New Zealand,
Point (6.42140000020987145 58.33400000000006003),Tellnes,Titanium; Vanadium,Massif anorthosite; Vanadiferous Titanomagnetite,58.334,6.4214,Norway,
Point (9.45199999970026283 58.94600000000002638),Ødegård,Titanium,Magmatic deposits in igneous and related rocks,58.946,9.452,Norway,
Point (6.36399999990010201 58.37999999980019084),Storgangen,Titanium,Magmatic deposits in igneous and related rocks,58.38,6.364,Norway,
Point (5.36999999980019993 61.23700000034978075),Engebøfjellet,Titanium,Eclogite-hosted,61.237,5.37,Norway,
Point (10.02000000039976157 59.11499999995010057),Kodal,Titanium,Magmatic deposits in igneous and related rocks,59.115,10.02,Norway,
Point (26.5000000001999183 -27.18333299981804885),Bothaville,Titanium,Lithified paleo-placers (fluvial and [or] beach),-27.183333,26.5,South Africa,
Point (31.91400000009997484 -28.84500000034967115),Hillendale - Fairbreeze,Titanium,Sedimentary related,-28.845,31.914,South Africa,
Point (31.94899999985017303 -28.74700000014985335),RBM,Titanium,Sedimentary related,-28.747,31.949,South Africa,
Point (44.00400000039974202 56.34599999980019902),Lukoyanovskoye,Titanium,Sedimentary related,56.346,44.004,Russia,
Point (31.93300000034980712 49.44600000009995711),Taraskova,Titanium,Sedimentary related,49.446,31.933,Ukraine,
Point (41.71000000019989784 52.23000000039974111),Tsentral'noye,Titanium,Sedimentary related,52.23,41.71,Russia,
Point (80.88999999960037712 57.86000000029980583),Tuganskoye,Titanium,Sedimentary related,57.86,80.89,Russia,
Point (30.42999999990013293 68.00999999980018629),Yugo-Vostochnaya Gremyakha,Titanium,Magmatic deposits in igneous and related rocks,68.01,30.43,Russia,
Point (133.6000000001998842 55.59999999960035666),Bol'shoy Seyim,Titanium,Magmatic deposits in igneous and related rocks,55.6,133.6,Russia,
Point (130.22000000029981948 55.25000000029984903),Chineyskoye,Titanium,Magmatic deposits in igneous and related rocks,55.25,130.22,Russia,
Point (52.83000000009997166 62.25999999960038167),Yaregskoye,Titanium,Sedimentary related,62.26,52.83,Russia,
Point (58.0000000001999183 50.99800000019990875),Shubino Village,Titanium,Metamorphic,50.998,58,Kazakhstan,
Point (-70.96999999980010898 -29.63000000039966153),Cerro Blanco,Titanium,Metamorphic,-29.63,-70.97,Chile,
Point (46.18333299981816253 39.29999999980020675),Svoranzkoye,Titanium,Magmatic deposits in igneous and related rocks,39.3,46.183333,Armenia,
Point (29.23300000034976165 50.45299999985019213),Irshansk district,Titanium,Sedimentary related,50.453,29.233,Ukraine,
Point (33.44999999980018401 48.55000000019992967),Volnogorsk district,Titanium,Sedimentary related,48.55,33.45,Ukraine,
Point (-76.8330000003496707 35.2330000000500263),Aurora,Titanium,Sedimentary related,35.233,-76.833,United States of America,North Carolina
Point (-74.33333300001788757 40.06666699978228507),Lakehurst,Titanium,Sedimentary related,40.066667,-74.333333,United States of America,New Jersey
Point (-92.00700000034970572 47.55700000034977393),Longnose,Titanium,Troctolite/ultramafic,47.557,-92.007,United States of America,Minnesota
Point (-81.46666699958234403 31.31666700018195115),Brunswick,Titanium,Sedimentary related,31.316667,-81.466667,United States of America,Georgia
Point (-81.43333300021777177 30.84999999960035666),Cumberland Island,Titanium,Sedimentary related,30.85,-81.433333,United States of America,Georgia
Point (-81.68299999965023517 29.83333300011793199),Green Cove Springs,Titanium,Sedimentary related,29.833333,-81.683,United States of America,Florida
Point (-88.18333300021777177 36.11666699958243498),Kerr-McGee,Titanium,Sedimentary related,36.116667,-88.183333,United States of America,Tennessee
Point (-74.3499999997001737 39.98333299961831244),Manchester,Titanium,Sedimentary related,39.983333,-74.35,United States of America,New Jersey
Point (-88.1999999999000579 35.8333329998181398),Natchez Trace,Titanium,Sedimentary related,35.833333,-88.2,United States of America,Tennessee
Point (-88.16666699968226339 36.3833329996182897),Oak Grove,Titanium,Sedimentary related,36.383333,-88.166667,United States of America,Tennessee
Point (-79.02299999975014089 37.70199999990012429),Piney River (Roseland) district,Titanium,Albititic/metasomatized,37.702,-79.023,United States of America,Virginia
Point (-92.84600000039966972 34.45499999995007556),Magnet Cove district,Titanium,Alkalic/metasomatized,34.455,-92.846,United States of America,Arkansas
Point (-74.05499999975012315 44.05499999965030611),Sanford Lake district,Titanium,Anorthosite-gabbro,44.055,-74.055,United States of America,New York
Point (-77.56599999999997408 36.91699999985019076),Old Hickory,Titanium,Sedimentary related,36.917,-77.566,United States of America,Virginia
Point (-77.57800000029970988 36.60299999965030793),Brink,Titanium,Sedimentary related,36.603,-77.578,United States of America,Virginia
Point (-81.54999999970016233 36.06699999975023729),Yadkin Valley,Titanium,Metamorphic,36.067,-81.55,United States of America,North Carolina
Point (-77.78499999985007207 36.35799999960033801),Halifax (Aurelian Springs),Titanium,Sedimentary related,36.358,-77.785,United States of America,North Carolina
Point (-81.98000000009989208 31.57499999995008011),Amelia,Titanium,Sedimentary related,31.575,-81.98,United States of America,Georgia
Point (-105.32700000034969889 41.59999999970028739),Laramie Range district,Titanium,Magmatic deposits in igneous and related rocks,41.6,-105.327,United States of America,Wyoming
Point (-90.60799999980008579 48.05400000039975339),Tucker Lake,Titanium,Magmatic deposits in igneous and related rocks,48.054,-90.608,United States of America,Minnesota
Point (-81.8929999999500069 33.49299999975022502),Horse Creek,Titanium,Sedimentary related,33.493,-81.893,United States of America,South Carolina
Point (-81.97985000037715508 30.85009999971526895),Folkston,Titanium,Sedimentary related,30.8501,-81.97985,United States of America,Georgia
Point (-76.38300000034968207 39.69999999990011474),Dinning,Titanium,Greenschist-hosted,39.7,-76.383,United States of America,Maryland
Point (118.83973333322683175 -28.3551833333440868),Windimurra,Vanadium,Vanadiferous Titanomagnetite,-28.35518333,118.8397333,Australia,
Point (118.06388888846151985 -21.14332222254250837),Balla Balla,Vanadium,Vanadiferous Titanomagnetite,-21.14332222,118.0638889,Australia,
Point (128.20138888888618567 -16.47138888858631844),"Central, Red Hill, Buckman",Vanadium,Vanadiferous Titanomagnetite,-16.47138889,128.2013889,Australia,
Point (118.60451944451676809 -27.00173611143236485),Gabanintha,Vanadium,Vanadiferous Titanomagnetite,-27.00173611,118.6045194,Australia,
Point (141.73333333316691096 -20.64527777774719652),Julia Creek,Vanadium,Shale-Hosted V,-20.64527778,141.7333333,Australia,
Point (133.66250000007505605 -21.65888888901099563),Mount Peake,Vanadium,Vanadiferous Titanomagnetite,-21.65888889,133.6625,Australia,
Point (102.00000000039977976 26.64999999990010338),"Nalaqing, Gongshan, Damakan, Lanjian",Vanadium,Vanadiferous Titanomagnetite,26.65,102,China,
Point (117.49919899993392391 41.49819200016071363),Luanping,Vanadium,Vanadiferous Titanomagnetite,41.498192,117.499199,China,
Point (109.94027777809702684 33.8713888890860062),"Shan Yang, Zhong Cun",Vanadium,Vanadiferous Titanomagnetite,33.87138889,109.9402778,China,
Point (111.08444439978927676 31.26944399974087219),"Maocaoping, Baiguoyuan",Vanadium,Shale-Hosted V,31.269444,111.0844444,China,
Point (86.00019800013762961 21.99945999957935783),Singhbhum-Mayurbhanj,Vanadium,Vanadiferous Titanomagnetite,21.99946,86.000198,India,
Point (93.33333333366647366 26.15972222260256785),Ganjang,Vanadium,Vanadiferous Titanomagnetite,26.15972222,93.33333333,India,
Point (86.91683200009680377 23.41599100008465939),Shaltora,Vanadium,Vanadiferous Titanomagnetite,23.415991,86.916832,India,
Point (59.48671388903483148 58.70060277749621491),Gusevogorsk,Vanadium,Vanadiferous Titanomagnetite,58.70060278,59.48671389,Russia,
Point (59.48671388903483148 58.70060277749621491),Guseva Gora,Vanadium,Vanadiferous Titanomagnetite,58.70060278,59.48671389,Russia,
Point (59.16750000002502929 59.93277777767235648),Yubryahkinskoe,Vanadium,Vanadiferous Titanomagnetite,59.93277778,59.1675,Russia,
Point (59.53277777757244849 56.89861111101402003),Pervouralsk,Vanadium,Vanadiferous Titanomagnetite,56.89861111,59.53277778,Russia,
Point (93.9999620002461711 53.99774200029315807),Lysanovskoe,Vanadium,Vanadiferous Titanomagnetite,53.997742,93.999962,Russia,
Point (81.0004880001211518 51.99779899972412522),Kharlovskoe,Vanadium,Vanadiferous Titanomagnetite,51.997799,81.000488,Russia,
Point (57.35166666648353839 55.75111111078916792),Kusinskoe,Vanadium,Vanadiferous Titanomagnetite,55.75111111,57.35166667,Russia,
Point (59.00133899969512186 52.99795200028461295),Visean,Vanadium,Vanadiferous Titanomagnetite,52.997952,59.001339,Russia,
Point (46.00136199975651152 38.99853100010562912),Svorantskoe,Vanadium,Vanadiferous Titanomagnetite,38.998531,46.001362,Azerbaijan,
Point (36.00322000020287305 67.99839000039827397),Tsagin,Vanadium,Vanadiferous Titanomagnetite,67.99839,36.00322,Russia,
Point (32.68330000009495961 67.41669999970525851),Afrikanda,Vanadium; Titanium,Vanadiferous Titanomagnetite; Magmatic deposits in igneous and related rocks,67.4167,32.6833,Russia,
Point (30.00263999983616259 60.99838999999855105),Koykara Koyarsk,Vanadium,Vanadiferous Titanomagnetite,60.99839,30.00264,Russia,
Point (34.20555555574435402 67.0666666670331324),Yelet' ozero,Vanadium,Vanadiferous Titanomagnetite,67.06666667,34.20555556,Russia,
Point (36.48333333306692339 61.36666666673335158),Pudozhgaraskoe,Vanadium,Vanadiferous Titanomagnetite,61.36666667,36.48333333,Russia,
Point (58.32777777782223438 35.64055555539459874),Rivash,Vanadium,Vanadiferous Titanomagnetite,35.64055556,58.32777778,Iran,
Point (14.16930999985663675 57.74866899957470423),Taberg,Vanadium,Vanadiferous Titanomagnetite,57.748669,14.16931,Sweden,
Point (17.50357100030146285 67.08207699995364237),Ruoutevare,Vanadium,Vanadiferous Titanomagnetite,67.082077,17.503571,Sweden,
Point (14.36222219959489621 63.11666666683328231),Viken,Vanadium,Shale-Hosted V,63.11666667,14.3622222,Sweden,
Point (12.73000000019987965 63.50000000000005684),Häggån,Vanadium,Shale-Hosted V,63.5,12.73,Sweden,
Point (27.98646900004439431 65.78179200020070994),Mustavaara,Vanadium,Vanadiferous Titanomagnetite,65.781792,27.986469,Finland,
Point (8.11980000036976435 62.84886900040407909),Rodsand,Vanadium,Vanadiferous Titanomagnetite,62.848869,8.1198,Norway,
Point (23.00404899966167704 70.49871799973595898),Stjernoy-Seiland,Vanadium,Vanadiferous Titanomagnetite,70.498718,23.004049,Norway,
Point (27.7810749999113682 -25.63039444474776474),Vantra,Vanadium,Vanadiferous Titanomagnetite,-25.63039444,27.781075,South Africa,
Point (29.91667000042025393 -25.21660000008989755),Mapochs mine,Vanadium,Vanadiferous Titanomagnetite,-25.2166,29.91667,South Africa,
Point (28.18473999995109125 -25.60493099986570087),Krokodilkraal mine,Vanadium,Vanadiferous Titanomagnetite,-25.604931,28.18474,South Africa,
Point (27.57472222265249684 -25.56777777762226833),Rhovan mine,Vanadium,Vanadiferous Titanomagnetite,-25.56777778,27.57472222,South Africa,
Point (44.74530277770105613 -24.69258611135990122),Green Giant,Vanadium,Shale-Hosted V,-24.69258611,44.74530278,Madagascar,
Point (18.25111111108896012 -19.5136111110638808),"Berg Aukas, Abenad, Tsumeb",Vanadium,Vanadate,-19.51361111,18.25111111,Namibia,
Point (28.55055555589422056 -14.41583333344152607),Broken Hill,Vanadium,Vanadate,-14.41583333,28.55055556,Zambia,
Point (28.58166666678329193 -20.1691666663085698),Bulawayo,Vanadium,Vanadate,-20.16916667,28.58166667,Zimbabwe,
Point (25.84972222250263485 -31.1466666670330028),Kafferskrall,Vanadium,Vanadate,-31.14666667,25.84972222,South Africa,
Point (13.65333333336667465 -7.92333333346653035),Lueca,Vanadium,Vanadate,-7.923333333,13.65333333,Angola,
Point (-66.50583333294190425 50.34111111098906122),Sept Îles,Vanadium,Vanadiferous Titanomagnetite,50.34111111,-66.50583333,Canada,
Point (-77.62431111066916856 49.76039166674206626),Lac Doré,Vanadium,Vanadiferous Titanomagnetite,49.76039167,-77.62431111,Canada,
Point (-71.49941299990996413 49.3333020001871887),Lac St. Jean,Vanadium,Vanadiferous Titanomagnetite,49.333302,-71.499413,Canada,
Point (-69.63388888846139935 50.05833333291701592),La Blache,Vanadium,Vanadiferous Titanomagnetite,50.05833333,-69.63388889,Canada,
Point (-63.98138888878617081 54.1197222223027552),Lake Michikamau,Vanadium,Vanadiferous Titanomagnetite,54.11972222,-63.98138889,Canada,
Point (-86.49999999970020781 52.79999999980020675),Ring of Fire,Vanadium,Vanadiferous Titanomagnetite,52.8,-86.5,Canada,
Point (-130.13055555539455099 53.46611111103896974),Banks Island,Vanadium,Vanadiferous Titanomagnetite,53.46611111,-130.1305556,Canada,
Point (-130.25167000007041906 53.99975000026233829),Porcher Island,Vanadium,Vanadiferous Titanomagnetite,53.99975,-130.25167,Canada,
Point (-132.10180699999301623 55.76641099976785654),Union Bay,Vanadium,Vanadiferous Titanomagnetite,55.766411,-132.101807,United States of America,Alaska
Point (-135.88111000022627195 59.42091000029631687),Klukwan Fan,Vanadium,Vanadiferous Titanomagnetite,59.42091,-135.88111,United States of America,Alaska
Point (-74.0833333332666939 44.00000000029984903),"Tahawus, MacIntyre",Vanadium,Vanadiferous Titanomagnetite,44,-74.08333333,United States of America,New York
Point (-73.83289299961222696 41.16665999995910852),Ossining,Vanadium,Vanadiferous Titanomagnetite,41.16666,-73.832893,United States of America,New York
Point (-75.24958799958648115 44.14997899993096553),Diana,Vanadium,Vanadiferous Titanomagnetite,44.149979,-75.249588,United States of America,New York
Point (-92.0694444446053808 47.57555555564442784),TiTac,Vanadium,Vanadiferous Titanomagnetite,47.57555556,-92.06944444,United States of America,Minnesota
Point (-87.52999999980011125 40.01999999980017719),Mecca Quarry shale,Vanadium,Shale-Hosted V,40.02,-87.53,United States of America,Indiana
Point (-104.83472222255250017 41.37638888883623167),Iron Mountain,Vanadium,Vanadiferous Titanomagnetite,41.37638889,-104.8347222,United States of America,Wyoming
Point (-111.82999999980012262 42.70000000019990694),Phosphoria Formation,Vanadium,Shale-Hosted V,42.7,-111.83,United States of America,Idaho
Point (-116.09000000009990572 39.20833000012947878),Gibellini,Vanadium,Shale-Hosted V,39.20833,-116.09,United States of America,Nevada
Point (-116.12025773440689136 40.61393819299325969),Carlin Vanadium,Vanadium,Shale-Hosted V,40.61393819,-116.1202577,United States of America,Nevada
Point (-109.0075000002248089 36.74166666648352475),"King Tut, Carrizo, Lukachukai",Vanadium,Sandstone-Hosted V,36.74166667,-109.0075,United States of America,New Mexico
Point (-109.24833333331662288 38.31249999997504574),"Mike, Pandora Mine",Vanadium,Sandstone-Hosted V,38.3125,-109.2483333,United States of America,Utah
Point (-108.7363888887362009 38.36861111081418585),"Slick Rock, Uravan",Vanadium,Sandstone-Hosted V,38.36861111,-108.7363889,United States of America,Colorado
Point (-105.42277777757232116 38.34027777819693483),McClure Mountain,Vanadium,Vanadiferous Titanomagnetite,38.34027778,-105.4227778,United States of America,Colorado
Point (-110.03444444485523945 38.68083333299199467),Buckmaster Draw,Vanadium,Sandstone-Hosted V,38.68083333,-110.0344444,United States of America,Utah
Point (-110.81388888926079517 38.10944444400593056),"Tony M, Frank M",Vanadium,Sandstone-Hosted V,38.10944444,-110.8138889,United States of America,Utah
Point (-40.42744444460538489 -13.40826944437930024),Maracas,Vanadium,Vanadiferous Titanomagnetite,-13.40826944,-40.42744444,Brazil,
Point (-54.48749444471280867 -3.6085138889047812),Tapajos,Vanadium,Vanadiferous Titanomagnetite,-3.608513889,-54.48749444,Brazil,
Point (-77.39953299994795088 36.94418399979178957),Stony Creek,Zirconium and Hafnium,Coastal placer or paleoplacer,36.944184,-77.399533,United States of America,"Stony Creek, Virginia"
Point (-124.36320999994148906 43.25530099984132448),Seven Devils,Zirconium and Hafnium,Coastal placer or paleoplacer,43.255301,-124.36321,United States of America,"Coos Bay, Oregon"
Point (-124.20326800041783599 43.35868700020495226),Coos Bay,Zirconium and Hafnium,Coastal placer or paleoplacer,43.358687,-124.203268,United States of America,"Coos Bay, Oregon"
Point (115.61563099977092861 -33.64213399978422103),Tutunup South,Zirconium and Hafnium,Coastal placer or paleoplacer,-33.642134,115.615631,Australia,Perth Basin
Point (141.77861699957497876 -37.13370199964754192),Douglas,Zirconium and Hafnium,Coastal placer or paleoplacer,-37.133702,141.778617,Australia,Murray Basin
Point (114.04687500038107828 -26.54473399987415405),Coburn,Zirconium and Hafnium,Coastal placer or paleoplacer,-26.544734,114.046875,Australia,Perth Basin
Point (115.97980699989318509 -32.46897899998083403),Keysbrook,Zirconium and Hafnium,Coastal placer or paleoplacer,-32.468979,115.979807,Australia,Perth Basin
Point (130.15047800035949876 -11.81722499993372821),Kilimiraka,Zirconium and Hafnium,Coastal placer or paleoplacer,-11.817225,130.150478,Australia,Tiwi Island
Point (131.01309500043396383 -11.36533199987184162),Lethbridge Bay,Zirconium and Hafnium,Coastal placer or paleoplacer,-11.365332,131.013095,Australia,Tiwi Island
Point (39.42267200011275463 -4.41912699991104319),Kwale,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer; Sedimentary related,-4.419127,39.422672,Kenya,
Point (17.90177899960121977 -31.28201500009214442),Namakwa,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer; Sedimentary related,-31.282015,17.901779,South Africa,
Point (84.07637399976033521 18.28187500003127752),Srikurmam,Zirconium and Hafnium,Coastal placer or paleoplacer,18.281875,84.076374,India,Andhra Pradesh
Point (80.98527500004126978 8.94074999991261166),Pulmoddai,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer,8.94075,80.985275,Sri Lanka,
Point (-34.97430599962211772 -6.5149079999042101),Guaju,Zirconium and Hafnium,Coastal placer or paleoplacer,-6.514908,-34.974306,Brazil,Paraiba
Point (-41.00524299966468789 -21.41105300009581924),Buena,Zirconium and Hafnium,Coastal placer or paleoplacer,-21.411053,-41.005243,Brazil,Rio de Janeiro
Point (-111.61611200006871059 57.03258700038981033),Athabasca oil sands,Zirconium and Hafnium,Oil sands,57.032587,-111.616112,Canada,Alberta
Point (-157.02703300736737901 62.42259658556400836),Bismarck Creek,Tin,Sn-polymetallic vein or polymetallic vein,62.42259659,-157.027033,United States of America,Alaska
Point (-151.99944274868386174 64.50847135267082422),Cosna Dome,Tin,Plutonic related mesothermal sn veins,64.50847135,-151.9994427,United States of America,Alaska
Point (-155.69839083486911591 63.50339311150293042),Won - North; Stockwork Zone; Standoff Ridge,Tin,Sn polymetallic,63.50339311,-155.6983908,United States of America,Alaska
Point (-155.71939035627988801 63.48139253583690333),Won - South; Prospect Pit; Dog Day; Gash; Tin Ridge,Tin,Sn polymetallic,63.48139254,-155.7193904,United States of America,Alaska
Point (-155.88338391853298504 63.20038369455193106),Win,Tin,Sn polymetallic,63.20038369,-155.8833839,United States of America,Alaska
Point (-132.06490080083125349 56.51367051578171186),Groundhog Basin,Tin,Banded Ag-Cu-Sn-Pb-Zn tabular replacement bodies,56.51367052,-132.0649008,United States of America,Alaska
Point (-167.55678460202773294 65.66322732508103854),Potato Mountain,Tin,Hydrothermal,65.66322733,-167.5567846,United States of America,Alaska
Point (20.38280581483655851 64.87336154759742612),Kankberg,Tellurium,Volcanogenic Massive Sulfide,64.87336155,20.38280581,Sweden,Vasterbotten County
Point (69.66745000011746924 40.83151000018642662),Almalyk,Tellurium,Te in Porphyry Cu,40.83151,69.66745,Uzbekistan,
Point (-1.20585000017729271 7.96084999982770114),Ashanti,Tellurium,Te in Orogenic Au,7.96085,-1.20585,Ghana,
Point (-119.00000000039966608 38.21000000000003638),Bodie Hills,Tellurium,Te in Epithermal Au-Ag,38.21,-119,United States of America,California
Point (-116.31828600009879437 40.90933399986425911),Carlin,Tellurium,Te in Carlin-type Au,40.909334,-116.318286,United States of America,Nevada
Point (29.44305999981918376 -18.42200000009989935),Commoner,Tellurium,Te in Orogenic Au,-18.422,29.44306,Zimbabwe,
Point (-105.15000000019983872 38.7333300001794214),Cripple Creek,Tellurium,Te in Epithermal Au-Ag,38.73333,-105.15,United States of America,Colorado
Point (32.84402599980012383 35.13913800001876098),Cyprus,Tellurium,Volcanogenic Massive Sulfide,35.139138,32.844026,Cyprus,
Point (-116.3626540001819194 40.96089899998889905),Deep Star,Tellurium,Te in Carlin-type Au,40.960899,-116.362654,United States of America,Nevada
Point (-83.03600000039966744 35.0360000002998504),Ducktown,Tellurium,Te in Oil Sands,35.036,-83.036,United States of America,North Carolina
Point (-69.96999999999997044 -29.68000000029974217),El Indio,Tellurium,Te in Epithermal Au-Ag,-29.68,-69.97,Chile,
Point (24.50181999999307436 42.74866999992059391),Elatsite,Tellurium,Te in Porphyry Cu,42.74867,24.50182,Bulgaria,
Point (177.85071999982824309 -17.49722000040264902),Emperor,Tellurium,Te in Epithermal Au-Ag,-17.49722,177.85072,Fiji,
Point (-117.13244000010587342 40.54829999984514188),Fortitutde,Tellurium,Skarn,40.5483,-117.13244,United States of America,Nevada
Point (-117.25288100005809611 41.22184399970086588),Getchell,Tellurium,Te in Carlin-type Au,41.221844,-117.252881,United States of America,Nevada
Point (121.53253000015945418 -30.74609999961523954),Golden Mile,Tellurium,Te in Orogenic Au,-30.7461,121.53253,Australia,
Point (-112.01416999964573051 45.89879999962033708),Golden Sunlight,Tellurium,Te in Epithermal Au-Ag,45.8988,-112.01417,United States of America,Montana
Point (70.50072999988964284 41.13148999956388252),Kochbulak,Tellurium,Te in Epithermal Au-Ag,41.13149,70.50073,Uzbekistan,
Point (77.58381000043124232 41.89811999963831113),Kumtor,Tellurium,Te in Orogenic Au,41.89812,77.58381,Kyrgyzstan,
Point (-108.0636000001398429 37.39940000020988009),La Plata,Tellurium,Te in Porphyry Cu,37.3994,-108.0636,United States of America,Colorado
Point (-108.71983000015433163 33.23729999999505935),Lone Pine,Tellurium,Te in Epithermal Au-Ag,33.2373,-108.71983,United States of America,New Mexico
Point (-116.38132599969509329 41.00362900007831968),Meikle,Tellurium,Te in Carlin-type Au,41.003629,-116.381326,United States of America,Nevada
Point (-124.02931000025625963 55.12454000002105658),Mount Milligan,Tellurium,Te in Porphyry Cu,55.12454,-124.02931,Canada,
Point (-155.28537758450789852 59.89881321235992573),Pebble,Tellurium; Rhenium,Porphyry Cu-(Mo-Au),59.89881321,-155.2853776,United States of America,Alaska
Point (143.08218999986866038 -5.46462000041265128),Porgera,Tellurium,Te in Epithermal Au-Ag,-5.46462,143.08219,Papua New Guinea,
Point (-70.18000000029974217 18.94000000019991603),Pueblo Viejo,Tellurium,Te in Epithermal Au-Ag,18.94,-70.18,Dominican Republic,
Point (-2.06000000009987616 38.85999999960034756),Rodalquilar,Tellurium,Te in Epithermal Au-Ag,38.86,-2.06,Spain,
Point (-66.67864000033569027 18.19787999996208328),Sapo Alegre,Tellurium,Te in Porphyry Cu,18.19788,-66.67864,Puerto Rico,
Point (114.09902999983466998 57.50778000024689618),Sukhoi Log,Tellurium,Te in Orogenic Au,57.50778,114.09903,Russia,
Point (96.57749000016343643 61.94383999961632981),Ural Mountains,Tellurium,Volcanogenic Massive Sulfide,61.94384,96.57749,Russia,
Point (47.45128000027182225 36.66532000021788917),Zarshuran,Tellurium,Te in Carlin-type Au,36.66532,47.45128,Iran,
Point (-108.56327999967220421 47.93742999999454923),Zortman-Landusky,Tellurium,Te in Epithermal Au-Ag,47.93743,-108.56328,United States of America,Montana
Point (102.18499999985016302 29.17138888858636392),Dashuigou,Tellurium,Te in Epithermal Au-Ag,29.17138889,102.185,China,
Point (-110.67777778002050582 32.69972221960478009),Kalamazoo,Tellurium,Te in Porphyry Cu,32.69972222,-110.6777778,United States of America,Arizona
Point (-106.15084999962772372 35.3361700003453052),Ortiz Mountains,Tellurium,Te in Epithermal Au-Ag,35.33617,-106.15085,United States of America,New Mexico
Point (-158.06918999971867379 62.37507000008048408),Willow Creek district,Tellurium,Te in Orogenic Au,62.37507,-158.06919,United States of America,Alaska
Point (120.78000000010001713 16.86000000039973656),Baguio Lepanto,Tellurium,Te in Epithermal Au-Ag,16.86,120.78,Philippines,
Point (61.14863100002071405 54.81939900006386779),Bereznyakovskoe,Tellurium,Te in Epithermal Au-Ag,54.819399,61.148631,Russia,
Point (-114.97422899986838729 39.25712300012639844),Ely,Tellurium,Te in Porphyry Cu,39.257123,-114.974229,United States of America,Nevada
Point (-121.04577300012380192 39.20619899988400903),Grass Valley,Tellurium,Te in Orogenic Au,39.206199,-121.045773,United States of America,California
Point (-94.51318900017218994 37.08318300029526426),Joplin,Tellurium,Mississippi Valley-type,37.083183,-94.513189,United States of America,Missouri
Point (-120.04756900040899836 49.37085499985840897),Hedley,Tellurium,Skarn,49.370855,-120.047569,Canada,
Point (-109.7130999998650509 29.69119999988015479),La Bambolla,Tellurium,Te in Orogenic Au,29.6912,-109.7131,Mexico,
Point (-106.27450999963673439 39.24865299983611067),Leadville,Tellurium,Te in Oil Sands,39.248653,-106.27451,United States of America,Colorado
Point (152.63510500009579118 -3.12881200037344342),Lihir,Tellurium,Te in Epithermal Au-Ag,-3.128812,152.635105,Papua New Guinea,
Point (102.35650200006733712 29.23316699995712042),Majiagou,Tellurium,Te in Epithermal Au-Ag,29.233167,102.356502,China,
Point (23.12061299979018258 46.29808399997665447),Metaliferi Mountains,Tellurium,Te in Epithermal Au-Ag,46.298084,23.120613,Romania,
Point (-119.94824800044483482 37.46456000044372558),Mother Lode,Tellurium,Te in Orogenic Au,37.46456,-119.948248,United States of America,California
Point (142.93556500022464206 -5.50909800017251428),Mt. Kare,Tellurium,Te in Epithermal Au-Ag,-5.509098,142.935565,Papua New Guinea,
Point (-135.10397899973099811 58.86732299965677839),Kensington,Tellurium,Te in Orogenic Au,58.867323,-135.103979,United States of America,Alaska
Point (-110.73737319721521999 31.47977768269396392),Patagonia Mountains,Tellurium,Te in Epithermal Au-Ag,31.47977768,-110.7373732,United States of America,Arizona
